term,category,shape,n_words,family,operator,variant,outcome,exact,output,mozhi_edits
cache,software,single_word,1,synthetic,vowel_swap,cachu,recovered,yes,please check the cache now,cachu -> cache
cache,software,single_word,1,synthetic,consonant_swap,kache,recovered,yes,please check the cache now,kache -> cache
cache,software,single_word,1,synthetic,double_consonant,cachhe,recovered,yes,please check the cache now,cachhe -> cache
cache,software,single_word,1,synthetic,drop_last,cach,recovered,yes,please check the cache now,cach -> cache
cache,software,single_word,1,synthetic,vowel_swap,cachi,recovered,yes,please check the cache now,cachi -> cache
cache,software,single_word,1,synthetic,consonant_swap,cakhe,missed,no,please check the cakhe now,
cache,software,single_word,1,synthetic,double_consonant,cacche,missed,no,please check the cacche now,
cache,software,single_word,1,synthetic,vowel_swap,cacha,recovered,yes,please check the cache now,cacha -> cache
cache,software,single_word,1,synthetic,vowel_swap,coche,recovered,yes,please check the cache now,coche -> cache
cache,software,single_word,1,synthetic,vowel_swap,cacho,recovered,yes,please check the cache now,cacho -> cache
kernel,software,single_word,1,canonical,canonical,kernel,recovered,yes,please check the kernel now,
kernel,software,single_word,1,synthetic,vowel_swap,kurnel,recovered,yes,please check the kernel now,kurnel -> kernel
kernel,software,single_word,1,synthetic,consonant_swap,kelnel,missed,no,please check the kelnel now,
kernel,software,single_word,1,synthetic,double_consonant,kerrnel,recovered,yes,please check the kernel now,kerrnel -> kernel
kernel,software,single_word,1,synthetic,drop_last,kerne,recovered,yes,please check the kernel now,kerne -> kernel
kernel,software,single_word,1,synthetic,vowel_swap,kernal,recovered,yes,please check the kernel now,kernal -> kernel
kernel,software,single_word,1,synthetic,consonant_swap,kerner,recovered,yes,please check the kernel now,kerner -> kernel
kernel,software,single_word,1,synthetic,double_consonant,kernnel,recovered,yes,please check the kernel now,kernnel -> kernel
kernel,software,single_word,1,synthetic,vowel_swap,kernul,recovered,yes,please check the kernel now,kernul -> kernel
kernel,software,single_word,1,synthetic,consonant_swap,kermel,missed,no,please check the kermel now,
kernel,software,single_word,1,synthetic,vowel_swap,kornel,recovered,yes,please check the kernel now,kornel -> kernel
daemon,software,single_word,1,canonical,canonical,daemon,recovered,yes,please check the daemon now,
daemon,software,single_word,1,synthetic,vowel_swap,daamon,recovered,yes,please check the daemon now,daamon -> daemon
daemon,software,single_word,1,synthetic,consonant_swap,daemom,garbled,no,please check the daemon,daemom now -> daemon
daemon,software,single_word,1,synthetic,double_consonant,daemmon,recovered,yes,please check the daemon now,daemmon -> daemon
daemon,software,single_word,1,synthetic,drop_last,daemo,garbled,no,please check the daemon,daemo now -> daemon
daemon,software,single_word,1,synthetic,vowel_swap,duemon,recovered,yes,please check the daemon now,duemon -> daemon
daemon,software,single_word,1,synthetic,consonant_swap,daenon,missed,no,please check the daenon now,
daemon,software,single_word,1,synthetic,vowel_swap,daeman,recovered,yes,please check the daemon now,daeman -> daemon
daemon,software,single_word,1,synthetic,consonant_swap,taemon,recovered,yes,please check the daemon now,taemon -> daemon
daemon,software,single_word,1,synthetic,vowel_swap,daemun,recovered,yes,please check the daemon now,daemun -> daemon
daemon,software,single_word,1,synthetic,vowel_swap,doemon,recovered,yes,please check the daemon now,doemon -> daemon
container,software,single_word,1,canonical,canonical,container,recovered,yes,please check the container now,
container,software,single_word,1,synthetic,vowel_swap,contoiner,recovered,yes,please check the container now,contoiner -> container
container,software,single_word,1,synthetic,consonant_swap,kontainer,recovered,yes,please check the container now,kontainer -> container
container,software,single_word,1,synthetic,double_consonant,conttainer,recovered,yes,please check the container now,conttainer -> container
container,software,single_word,1,synthetic,drop_last,containe,recovered,yes,please check the container now,containe -> container
container,software,single_word,1,synthetic,respell,contayner,recovered,yes,please check the container now,contayner -> container
container,software,single_word,1,synthetic,split_word,conta iner,recovered,yes,please check the container now,conta iner -> container
container,software,single_word,1,synthetic,vowel_swap,containir,recovered,yes,please check the container now,containir -> container
container,software,single_word,1,synthetic,consonant_swap,containel,recovered,yes,please check the container now,containel -> container
container,software,single_word,1,synthetic,double_consonant,conntainer,recovered,yes,please check the container now,conntainer -> container
container,software,single_word,1,synthetic,split_word,cont ainer,recovered,yes,please check the container now,cont ainer -> container
Kubernetes,software,single_word,1,canonical,canonical,Kubernetes,recovered,yes,please check the Kubernetes now,
Kubernetes,software,single_word,1,synthetic,vowel_swap,kuburnetes,recovered,yes,please check the Kubernetes now,kuburnetes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,consonant_swap,kubelnetes,recovered,yes,please check the Kubernetes now,kubelnetes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,double_consonant,kubbernetes,recovered,yes,please check the Kubernetes now,kubbernetes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,drop_last,kubernete,recovered,yes,please check the Kubernetes now,kubernete -> Kubernetes
Kubernetes,software,single_word,1,synthetic,split_word,kubern etes,recovered,yes,please check the Kubernetes now,kubern etes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,vowel_swap,kubernetas,recovered,yes,please check the Kubernetes now,kubernetas -> Kubernetes
Kubernetes,software,single_word,1,synthetic,consonant_swap,kupernetes,recovered,yes,please check the Kubernetes now,kupernetes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,double_consonant,kubernettes,recovered,yes,please check the Kubernetes now,kubernettes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,split_word,kube rnetes,recovered,yes,please check the Kubernetes now,kube rnetes -> Kubernetes
Kubernetes,software,single_word,1,synthetic,vowel_swap,kubernotes,recovered,yes,please check the Kubernetes now,kubernotes -> Kubernetes
Docker,software,single_word,1,canonical,canonical,Docker,recovered,yes,please check the Docker now,
Docker,software,single_word,1,synthetic,vowel_swap,dockor,recovered,yes,please check the Docker now,dockor -> Docker
Docker,software,single_word,1,synthetic,consonant_swap,dokker,recovered,yes,please check the Docker now,dokker -> Docker
Docker,software,single_word,1,synthetic,double_consonant,dockker,recovered,yes,please check the Docker now,dockker -> Docker
Docker,software,single_word,1,synthetic,drop_last,docke,recovered,yes,please check the Docker now,docke -> Docker
Docker,software,single_word,1,synthetic,respell,doker,recovered,yes,please check the Docker now,doker -> Docker
Docker,software,single_word,1,synthetic,vowel_swap,dicker,recovered,yes,please check the Docker now,dicker -> Docker
Docker,software,single_word,1,synthetic,consonant_swap,dockel,missed,no,please check the dockel now,
Docker,software,single_word,1,synthetic,double_consonant,doccker,recovered,yes,please check the Docker now,doccker -> Docker
Docker,software,single_word,1,synthetic,vowel_swap,dockir,recovered,yes,please check the Docker now,dockir -> Docker
Docker,software,single_word,1,synthetic,consonant_swap,tocker,recovered,yes,please check the Docker now,tocker -> Docker
reboot,general,single_word,1,canonical,canonical,reboot,recovered,yes,please check the reboot now,
reboot,general,single_word,1,synthetic,vowel_swap,raboot,recovered,yes,please check the reboot now,raboot -> reboot
reboot,general,single_word,1,synthetic,consonant_swap,leboot,missed,no,please check the leboot now,
reboot,general,single_word,1,synthetic,double_consonant,rebboot,recovered,yes,please check the reboot now,rebboot -> reboot
reboot,general,single_word,1,synthetic,drop_last,reboo,recovered,yes,please check the reboot now,reboo -> reboot
reboot,general,single_word,1,synthetic,vowel_swap,reboet,recovered,yes,please check the reboot now,reboet -> reboot
reboot,general,single_word,1,synthetic,consonant_swap,rebood,recovered,yes,please check the reboot now,rebood -> reboot
reboot,general,single_word,1,synthetic,double_consonant,rebot,recovered,yes,please check the reboot now,rebot -> reboot
reboot,general,single_word,1,synthetic,vowel_swap,riboot,recovered,yes,please check the reboot now,riboot -> reboot
reboot,general,single_word,1,synthetic,consonant_swap,repoot,missed,no,please check the repoot now,
reboot,general,single_word,1,synthetic,vowel_swap,rebout,recovered,yes,please check the reboot now,rebout -> reboot
ticket,general,single_word,1,canonical,canonical,ticket,recovered,yes,please check the ticket now,
ticket,general,single_word,1,synthetic,vowel_swap,tickut,recovered,yes,please check the ticket now,tickut -> ticket
ticket,general,single_word,1,synthetic,consonant_swap,tikket,recovered,yes,please check the ticket now,tikket -> ticket
ticket,general,single_word,1,synthetic,double_consonant,tickket,recovered,yes,please check the ticket now,tickket -> ticket
ticket,general,single_word,1,synthetic,drop_last,ticke,recovered,yes,please check the ticket now,ticke -> ticket
ticket,general,single_word,1,synthetic,respell,tycket,recovered,yes,please check the ticket now,tycket -> ticket
ticket,general,single_word,1,synthetic,vowel_swap,tickat,recovered,yes,please check the ticket now,tickat -> ticket
ticket,general,single_word,1,synthetic,consonant_swap,ticget,recovered,yes,please check the ticket now,ticget -> ticket
ticket,general,single_word,1,synthetic,double_consonant,ticcket,recovered,yes,please check the ticket now,ticcket -> ticket
ticket,general,single_word,1,synthetic,respell,tiket,recovered,yes,please check the ticket now,tiket -> ticket
ticket,general,single_word,1,synthetic,vowel_swap,tacket,recovered,yes,please check the ticket now,tacket -> ticket
SLA,general,acronym,1,canonical,canonical,SLA,recovered,yes,please check the SLA now,
SLA,general,acronym,1,acronym_map,acronym_map,ess ell ay,recovered,yes,please check the SLA now,ess ell ay -> SLA
SLA,general,acronym,1,spelled,spelled,ess el ay,recovered,yes,please check the SLA now,ess el ay -> SLA
SLA,general,acronym,1,spelled,spelled_alt,es ell a,recovered,yes,please check the SLA now,es ell a -> SLA
SSO,security,acronym,1,canonical,canonical,SSO,recovered,yes,please check the SSO now,
SSO,security,acronym,1,acronym_map,acronym_map,ess ess oh,recovered,yes,please check the SSO now,ess ess oh -> SSO
SSO,security,acronym,1,spelled,spelled_alt,es es owe,recovered,yes,please check the SSO now,es es owe -> SSO
LAN,networking,acronym,1,canonical,canonical,LAN,recovered,yes,please check the LAN now,
LAN,networking,acronym,1,spelled,spelled,el ay en,recovered,yes,please check the LAN now,el ay en -> LAN
LAN,networking,acronym,1,spelled,spelled_alt,ell eh enn,recovered,yes,please check the LAN now,ell eh enn -> LAN
LAN,networking,acronym,1,synthetic,vowel_swap,lin,missed,no,please check the lin now,
LAN,networking,acronym,1,synthetic,consonant_swap,lam,missed,no,please check the lam now,
LAN,networking,acronym,1,synthetic,add_suffix,land,recovered,yes,please check the LAN now,land -> LAN
LAN,networking,acronym,1,synthetic,vowel_swap,lon,missed,no,please check the lon now,
LAN,networking,acronym,1,synthetic,consonant_swap,ran,missed,no,please check the ran now,
LAN,networking,acronym,1,synthetic,add_suffix,lant,recovered,yes,please check the LAN now,lant -> LAN
LAN,networking,acronym,1,synthetic,vowel_swap,len,missed,no,please check the len now,
LAN,networking,acronym,1,synthetic,vowel_swap,lun,missed,no,please check the lun now,
WAN,networking,acronym,1,canonical,canonical,WAN,recovered,yes,please check the WAN now,
WAN,networking,acronym,1,spelled,spelled,double you ay en,recovered,yes,please check the WAN now,double you ay en -> WAN
WAN,networking,acronym,1,spelled,spelled_alt,double u eh enn,recovered,yes,please check the WAN now,double u eh enn -> WAN
WAN,networking,acronym,1,synthetic,vowel_swap,wun,missed,no,please check the wun now,
WAN,networking,acronym,1,synthetic,consonant_swap,wam,missed,no,please check the wam now,
WAN,networking,acronym,1,synthetic,add_suffix,want,recovered,yes,please check the WAN now,want -> WAN
